Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,23.650000,23.950001,22.360001,22.770000,13.648904,359100
2015-05-01,22.760000,23.330000,22.650000,23.070000,13.936664,328400
2015-06-01,23.049999,23.299999,21.570000,21.750000,13.242519,389300
2015-07-01,21.770000,22.950001,21.690001,22.490000,13.800644,219600
2015-08-01,22.430000,22.650000,17.150000,20.420000,12.630690,880700
2015-09-01,20.379999,21.059999,19.219999,20.350000,12.690445,719800
2015-10-01,19.790001,20.480000,19.530001,20.180000,12.695495,279300
2015-11-01,20.260000,20.490000,18.820000,18.990000,12.055243,407300
2015-12-01,19.010000,19.620001,17.840000,19.490000,12.484743,767000
2016-01-01,19.250000,19.430000,16.860001,18.690001,12.089432,429000
2016-02-01,18.590000,18.950001,18.000000,18.280001,11.938010,484500
2016-03-01,18.469999,20.100000,18.250000,19.600000,12.925364,276400
2016-04-01,19.650000,19.799999,18.469999,19.350000,12.887552,434700
2016-05-01,19.410000,20.469999,19.139999,19.860001,13.354984,514100
2016-06-01,19.900000,21.940001,19.830000,20.570000,13.961687,714100
2016-07-01,20.780001,21.700001,20.110001,21.700001,14.853831,669300
2016-08-01,21.870001,22.740000,21.290001,22.440001,15.494751,563500
2016-09-01,22.250000,22.990000,21.690001,22.110001,15.396560,459300
2016-10-01,22.080000,22.940001,21.260000,21.670000,15.211128,302900
2016-11-01,21.639999,21.750000,19.770000,21.059999,14.902132,607500
2016-12-01,21.120001,22.400000,20.850000,22.340000,15.947308,623500
2017-01-01,22.370001,23.879999,22.250000,23.780001,17.121351,564300
2017-02-01,23.500000,23.830000,22.930000,23.690001,17.193289,549900
2017-03-01,23.690001,23.700001,22.330000,22.780001,16.661888,526400
2017-04-01,22.930000,23.629999,22.879999,23.370001,17.227598,358100
2017-05-01,23.360001,24.030001,22.879999,23.180000,17.220858,444400
2017-06-01,23.180000,23.930000,22.610001,23.190001,17.360369,456600
2017-07-01,23.200001,23.639999,23.049999,23.270000,17.557121,395800
2017-08-01,23.280001,23.530001,22.250000,23.059999,17.534063,541000
2017-09-01,22.900000,23.879999,22.719999,23.190001,17.771269,478800
2017-10-01,23.180000,23.559999,22.520000,22.629999,17.478714,517200
2017-11-01,22.600000,22.840000,21.750000,21.870001,17.025764,461800
2017-12-01,21.900000,22.309999,21.650000,21.930000,17.210739,647100
2018-01-01,21.930000,22.910000,21.830000,22.639999,17.915613,633200
2018-02-01,22.850000,23.100000,21.900000,22.510000,17.958437,436900
2018-03-01,22.469999,22.930000,21.080000,21.440001,17.243135,549300
2018-04-01,21.379999,22.120001,21.080000,21.469999,17.408310,636100
2018-05-01,21.459999,22.700001,21.370001,22.700001,18.558578,654000
2018-06-01,22.850000,22.950001,21.770000,21.770000,17.945288,540700
2018-07-01,21.850000,22.400000,21.600000,22.059999,18.330624,416300
2018-08-01,22.200001,22.940001,22.040001,22.350000,18.726082,523900
2018-09-01,22.450001,23.040001,21.690001,22.030001,18.608877,444800
2018-10-01,22.000000,22.450001,20.450001,20.500000,17.453588,459800
2018-11-01,20.559999,20.780001,18.740000,19.360001,16.621643,692800
2018-12-01,19.549999,20.010000,17.000000,18.400000,15.936847,1031300
2019-01-01,18.280001,19.889999,18.280001,19.879999,17.376375,575300
2019-02-01,19.889999,20.900000,19.620001,20.900000,18.438101,626800
2019-03-01,20.920000,21.980000,20.110001,20.180000,17.964602,678200
2019-04-01,20.320000,21.650000,19.700001,21.490000,19.294247,658100
2019-05-01,21.530001,21.730000,20.340000,20.520000,18.580847,689500
2019-06-01,20.500000,21.100000,20.400000,20.850000,19.047146,526500
2019-07-01,20.830000,20.950001,20.250000,20.480000,18.872852,736100
2019-08-01,20.480000,20.750000,19.690001,19.809999,18.417286,617000
2019-09-01,19.809999,20.500000,19.799999,20.000000,18.760490,570600
2019-10-01,20.000000,20.389999,19.850000,20.049999,18.975590,597500
2019-11-01,20.200001,20.480000,20.070000,20.180000,19.271332,669900
2019-12-01,20.190001,20.260000,19.510000,19.889999,19.164291,995100
2020-01-01,19.900000,20.290001,19.799999,20.200001,19.640491,803800
2020-02-01,20.240000,20.520000,19.219999,19.420000,19.053015,1080100
2020-03-01,19.420000,20.299999,10.650000,14.940000,14.788591,1670500
2020-04-01,14.190000,14.560000,13.460000,13.690000,13.690000,242600
