Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,24.750000,26.490000,24.750000,25.700001,24.153450,12458300
2019-04-01,25.900000,26.750000,25.730000,26.410000,24.820724,3595700
2019-05-01,26.440001,27.139999,26.139999,26.780001,25.168459,1505600
2019-06-01,26.752001,27.090000,25.730000,26.620001,25.018087,2998300
2019-07-01,26.340000,27.260000,26.309999,27.240000,25.999958,965600
2019-08-01,27.188999,27.490000,26.450001,27.299999,26.057226,1121300
2019-09-01,27.200001,28.420000,26.160000,27.620001,26.362659,2026900
2019-10-01,27.600000,28.548000,27.059999,27.889999,27.029272,1123300
2019-11-01,27.549999,27.889999,26.600000,26.670000,25.846924,906400
2019-12-01,26.690001,28.250000,26.350000,27.750000,26.893591,775400
2020-01-01,27.629999,28.260000,27.320000,28.070000,27.628532,1092700
2020-02-01,28.100000,29.400000,26.150000,26.240000,25.827314,583600
2020-03-01,26.639999,27.889999,13.010000,24.330000,23.947353,1856900
2020-04-01,24.000000,24.000000,20.549999,22.410000,22.410000,140600
