Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,26.740000,29.180000,24.809999,27.809999,27.809999,3531900
2015-05-01,28.180000,31.980000,26.049999,31.020000,31.020000,4665600
2015-06-01,31.139999,43.610001,31.110001,39.730000,39.730000,9437600
2015-07-01,40.820000,46.400002,39.110001,43.630001,43.630001,8396100
2015-08-01,43.900002,48.340000,36.310001,38.639999,38.639999,7931700
2015-09-01,38.660000,43.630001,36.110001,37.970001,37.970001,8265600
2015-10-01,37.860001,41.740002,34.720001,39.580002,39.580002,7266700
2015-11-01,39.580002,45.000000,39.189999,40.590000,40.590000,6052200
2015-12-01,40.900002,42.410000,37.380001,39.320000,39.320000,7163600
2016-01-01,38.540001,40.230000,34.299999,35.750000,35.750000,6693400
2016-02-01,35.599998,38.490002,31.160000,36.740002,36.740002,6035500
2016-03-01,36.849998,48.480000,36.259998,48.340000,48.340000,8039300
2016-04-01,48.169998,54.290001,46.509998,51.490002,51.490002,6349800
2016-05-01,51.680000,53.020000,48.540001,50.869999,50.869999,6004200
2016-06-01,50.770000,54.419998,46.119999,50.480000,50.480000,5044100
2016-07-01,50.290001,53.830002,49.400002,53.549999,53.549999,3489500
2016-08-01,53.410000,55.160000,45.480000,48.130001,48.130001,9077300
2016-09-01,48.130001,50.169998,46.759998,47.439999,47.439999,4380700
2016-10-01,47.389999,48.130001,40.060001,43.259998,43.259998,5512400
2016-11-01,43.470001,44.220001,34.580002,39.490002,39.490002,7741000
2016-12-01,39.580002,44.020000,38.000000,42.630001,42.630001,5828300
2017-01-01,42.849998,48.009998,42.049999,45.820000,45.820000,6443600
2017-02-01,45.630001,49.299999,45.180000,48.220001,48.220001,3935000
2017-03-01,50.740002,54.270000,46.919998,51.090000,51.090000,5846500
2017-04-01,51.119999,54.619999,50.419998,54.200001,54.200001,4126200
2017-05-01,54.439999,61.389999,53.910000,59.919998,59.919998,5513500
2017-06-01,59.919998,65.910004,59.529999,62.810001,62.810001,5546000
2017-07-01,63.130001,63.130001,45.669998,47.360001,47.360001,12402800
2017-08-01,47.660000,52.759998,46.080002,52.240002,52.240002,7164300
2017-09-01,52.209999,56.259998,49.549999,55.959999,55.959999,5047200
2017-10-01,56.099998,56.590000,46.950001,48.110001,48.110001,8354200
2017-11-01,47.869999,61.779999,45.599998,54.000000,54.000000,11496400
2017-12-01,53.830002,56.250000,51.160000,52.709999,52.709999,7489600
2018-01-01,52.900002,57.270000,49.799999,53.619999,53.619999,6672500
2018-02-01,53.310001,61.779999,49.980000,59.209999,59.209999,7343500
2018-03-01,59.610001,63.779999,55.490002,60.340000,60.340000,5030700
2018-04-01,60.430000,68.500000,59.080002,66.089996,66.089996,4931900
2018-05-01,66.099998,77.650002,63.000000,76.349998,76.349998,5454500
2018-06-01,76.980003,88.599998,76.040001,85.459999,85.459999,5877400
2018-07-01,85.400002,98.349998,85.349998,93.629997,93.629997,6417000
2018-08-01,103.989998,126.300003,100.370003,125.010002,125.010002,9585000
2018-09-01,125.339996,126.269997,116.250000,124.959999,124.959999,6392200
2018-10-01,125.849998,127.379997,97.379997,110.000000,110.000000,12057400
2018-11-01,110.550003,138.500000,107.099998,136.250000,136.250000,12684500
2018-12-01,138.720001,140.910004,103.760002,117.110001,117.110001,9653300
2019-01-01,115.339996,132.789993,110.379997,131.160004,131.160004,6653100
2019-02-01,131.110001,139.800003,115.000000,124.300003,124.300003,14045100
2019-03-01,125.459999,127.330002,115.709999,123.260002,123.260002,6255200
2019-04-01,124.059998,131.380005,111.279999,127.820000,127.820000,8006500
2019-05-01,128.699997,129.729996,106.650002,112.309998,112.309998,12896700
2019-06-01,112.110001,123.330002,108.660004,121.410004,121.410004,7031000
2019-07-01,122.330002,140.229996,115.410004,137.889999,137.889999,7182200
2019-08-01,141.589996,141.979996,122.000000,128.710007,128.710007,5814700
2019-09-01,128.380005,137.399994,127.080002,131.009995,131.009995,5721700
2019-10-01,131.360001,139.000000,121.000000,128.520004,128.520004,5493800
2019-11-01,141.199997,165.729996,138.210007,162.960007,162.960007,5437100
2019-12-01,163.149994,168.139999,159.070007,166.919998,166.919998,4742700
2020-01-01,167.830002,184.779999,162.949997,176.490005,176.490005,3968800
2020-02-01,176.770004,202.759995,169.550003,174.009995,174.009995,4763800
2020-03-01,174.529999,190.399994,132.949997,183.539993,183.539993,8156800
2020-04-01,177.770004,185.669998,170.720001,178.929993,178.929993,497600
