Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,32.730000,34.490002,30.840000,31.770000,22.736473,3241900
2015-05-01,31.930000,33.150002,29.969999,30.330000,21.976240,2472000
2015-06-01,30.530001,33.540001,29.830000,32.180000,23.316696,2903300
2015-07-01,32.509998,32.720001,26.360001,27.520000,19.940195,5934500
2015-08-01,27.530001,27.559999,23.250000,24.650000,18.107801,2969900
2015-09-01,24.280001,25.430000,22.870001,24.530001,18.019655,4508600
2015-10-01,23.260000,27.799999,22.160000,27.030001,19.856150,4816700
2015-11-01,27.080000,28.850000,26.709999,27.760000,20.695002,2698100
2015-12-01,27.940001,28.549999,25.000000,25.930000,19.330742,3010100
2016-01-01,25.280001,25.600000,21.080000,23.320000,17.384993,3934800
2016-02-01,23.070000,23.480000,19.629999,21.370001,15.931277,3937900
2016-03-01,21.549999,25.070000,21.549999,24.219999,18.696379,6030000
2016-04-01,24.000000,26.389999,21.950001,25.860001,19.962358,3712600
2016-05-01,25.900000,26.780001,24.950001,26.680000,20.905510,3060200
2016-06-01,26.520000,27.760000,24.540001,26.500000,20.764467,4196300
2016-07-01,26.660000,29.250000,25.850000,27.320000,21.406992,2967600
2016-08-01,26.930000,28.990000,26.540001,28.889999,22.637188,2468000
2016-09-01,28.940001,29.350000,27.520000,28.180000,22.396473,2607400
2016-10-01,28.049999,29.549999,25.170000,26.969999,21.434807,3000400
2016-11-01,27.020000,29.490000,25.900000,28.480000,22.961964,3374800
2016-12-01,28.709999,30.510000,28.120001,29.440001,23.735958,2879400
2017-01-01,29.940001,30.420000,26.930000,27.200001,21.929962,2653500
2017-02-01,27.350000,28.600000,26.250000,28.129999,22.995623,3055100
2017-03-01,28.469999,28.790001,26.299999,27.740000,22.676807,6143000
2017-04-01,27.750000,29.110001,27.510000,28.680000,23.445236,2914900
2017-05-01,28.440001,28.650000,26.600000,27.000000,22.071873,2743600
2017-06-01,27.139999,28.990000,26.870001,27.379999,22.687069,2023400
2017-07-01,27.660000,28.990000,26.049999,26.309999,21.800465,2684500
2017-08-01,26.270000,27.080000,25.510000,26.959999,22.666880,2324000
2017-09-01,27.000000,29.719999,26.740000,29.440001,24.751966,2201900
2017-10-01,29.500000,30.190001,27.940001,28.030001,23.566496,1864900
2017-11-01,28.200001,29.680000,27.860001,29.360001,25.024668,1934500
2017-12-01,29.610001,30.450001,26.870001,26.900000,22.927914,2694800
2018-01-01,27.000000,30.500000,26.799999,29.680000,25.297417,2530200
2018-02-01,29.230000,29.730000,26.770000,27.850000,23.737635,2146400
2018-03-01,28.120001,29.240000,27.549999,28.500000,24.610901,2085700
2018-04-01,28.389999,29.950001,26.900000,27.090000,23.393309,1969000
2018-05-01,26.670000,28.879999,26.309999,26.629999,22.996080,2073700
2018-06-01,26.870001,27.629999,24.559999,24.610001,21.558111,2169700
2018-07-01,23.740000,25.370001,23.120001,23.770000,20.822277,1744300
2018-08-01,23.740000,24.230000,20.200001,20.670000,18.397474,2351700
2018-09-01,20.430000,21.840000,19.280001,20.920000,18.619989,2774300
2018-10-01,21.020000,21.370001,15.310000,17.160000,15.273376,4012600
2018-11-01,17.480000,18.650000,16.700001,17.500000,15.575993,3833600
2018-12-01,18.020000,18.020000,16.020000,17.299999,15.746397,4326900
2019-01-01,17.459999,18.900000,16.830000,18.780001,17.093489,2245100
2019-02-01,18.799999,21.200001,17.680000,20.920000,19.041306,1770300
2019-03-01,20.990000,21.950001,18.910000,19.920000,18.131109,2028100
2019-04-01,20.100000,22.950001,19.790001,21.629999,20.073378,1360600
2019-05-01,21.559999,21.780001,19.600000,19.950001,18.846666,1410800
2019-06-01,20.000000,21.049999,19.799999,20.830000,19.677999,1827300
2019-07-01,20.990000,21.990000,19.910000,21.020000,19.857491,1636200
2019-08-01,21.000000,21.129999,18.030001,18.129999,17.441694,1520400
2019-09-01,18.020000,20.650000,17.580000,19.940001,19.182981,1471500
2019-10-01,20.049999,21.190001,19.000000,20.629999,19.846783,1863100
2019-11-01,20.750000,22.850000,20.400000,21.570000,21.137701,2128200
2019-12-01,21.500000,22.250000,20.639999,21.379999,20.951509,1782200
2020-01-01,21.469999,22.709999,20.010000,20.160000,19.755960,1387700
2020-02-01,20.240000,20.809999,17.610001,17.879999,17.521654,1754500
2020-03-01,17.870001,18.660000,10.040000,10.310000,10.310000,5201700
2020-04-01,10.000000,10.000000,7.730000,8.170000,8.170000,1351300
