Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,16.490000,17.980000,16.420000,17.040001,8.645869,1040600
2015-05-01,17.049999,18.850000,16.500000,17.830000,9.046708,1273000
2015-06-01,17.830000,18.480000,16.700001,17.719999,8.990893,1614400
2015-07-01,17.760000,19.820000,17.500000,19.030001,9.910808,1316000
2015-08-01,19.400000,19.750000,14.660000,17.580000,9.155650,1610200
2015-09-01,18.070000,18.070000,15.050000,16.430000,8.556730,1336800
2015-10-01,16.770000,19.180000,16.049999,16.590000,8.640056,4166100
2015-11-01,16.580000,17.719999,13.160000,14.040000,7.521534,2695800
2015-12-01,14.080000,14.840000,12.800000,14.320000,9.091799,2092300
2016-01-01,14.090000,14.510000,9.840000,10.660000,6.768057,2715700
2016-02-01,10.650000,11.110000,9.370000,10.500000,6.861114,1947100
2016-03-01,10.620000,13.220000,10.140000,12.500000,8.167994,2949800
2016-04-01,12.500000,12.730000,12.200000,12.690000,8.526199,1481900
2016-05-01,12.670000,13.360000,12.260000,13.080000,8.788234,1543000
2016-06-01,13.070000,13.210000,11.830000,12.720000,8.546355,2406400
2016-07-01,12.720000,13.260000,12.260000,13.050000,9.020655,1500500
2016-08-01,13.030000,14.120000,12.970000,13.470000,9.310977,1917400
2016-09-01,13.540000,14.440000,13.220000,14.260000,9.857054,2198200
2016-10-01,14.360000,15.370000,13.760000,15.150000,10.795982,2114300
2016-11-01,15.250000,15.780000,14.000000,15.320000,10.917127,3195100
2016-12-01,15.300000,16.090000,15.020000,15.900000,11.330440,2373800
2017-01-01,16.000000,16.840000,15.150000,15.450000,11.294809,5735500
2017-02-01,15.450000,16.350000,15.250000,16.190001,11.835790,2849300
2017-03-01,16.379999,17.580000,15.610000,16.980000,12.413321,5269700
2017-04-01,16.940001,16.969999,15.680000,16.510000,12.324870,2541600
2017-05-01,16.600000,18.000000,15.800000,16.920000,12.630939,4241600
2017-06-01,16.910000,17.360001,16.090000,16.290001,12.445100,2194400
2017-07-01,16.309999,17.320000,15.680000,17.000000,12.987518,1824700
2017-08-01,17.020000,17.420000,16.250000,17.219999,13.155590,2395500
2017-09-01,17.219999,18.160000,16.920000,17.820000,13.613975,2981200
2017-10-01,17.920000,18.059999,16.010000,17.170000,13.446263,3894700
2017-11-01,17.190001,17.860001,16.250000,17.690001,13.853488,2996600
2017-12-01,17.700001,19.400000,17.420000,18.490000,14.479987,5466800
2018-01-01,18.549999,18.670000,16.830000,17.090000,13.699704,3102200
2018-02-01,17.030001,17.530001,16.070000,16.889999,13.539380,2301800
2018-03-01,16.910000,18.950001,16.830000,18.070000,14.485292,2630000
2018-04-01,18.120001,18.200001,17.530001,17.969999,14.718114,1245100
2018-05-01,17.980000,20.280001,17.629999,20.170000,16.520000,1746700
2018-06-01,20.200001,20.760000,17.700001,19.910000,16.307051,3313800
2018-07-01,19.980000,21.209999,19.930000,21.020000,17.586424,1680100
2018-08-01,20.980000,24.240000,20.780001,23.160000,19.376858,3169500
2018-09-01,23.180000,23.840000,20.930000,20.940001,17.519491,2423700
2018-10-01,21.049999,21.139999,17.610001,19.389999,16.567690,4820600
2018-11-01,19.520000,21.770000,19.049999,21.340000,18.233858,2853900
2018-12-01,21.530001,21.850000,15.590000,17.440001,14.901524,5931200
2019-01-01,17.280001,19.469999,17.230000,19.290001,16.919907,3054800
2019-02-01,19.389999,20.639999,19.110001,19.840000,17.402328,1815800
2019-03-01,19.940001,20.740000,18.219999,19.639999,17.226900,2980500
2019-04-01,19.750000,21.299999,19.700001,20.920000,18.715347,1925800
2019-05-01,20.920000,23.830000,20.860001,21.090000,18.867430,1767400
2019-06-01,21.049999,23.400000,20.520000,23.000000,20.576147,2036900
2019-07-01,23.219999,23.400000,20.549999,21.559999,19.682581,2360900
2019-08-01,21.580000,23.100000,20.209999,22.809999,20.823730,2542700
2019-09-01,22.700001,23.990000,22.219999,22.580000,20.613760,2379000
2019-10-01,22.709999,22.830000,20.750000,22.030001,20.612932,3164600
2019-11-01,22.000000,23.600000,22.000000,23.370001,21.866739,2660100
2019-12-01,23.490000,23.730000,22.309999,22.650000,21.193050,4320700
2020-01-01,22.700001,23.090000,20.600000,20.709999,19.981007,4045400
2020-02-01,20.760000,22.049999,18.270000,18.959999,18.292606,4702100
2020-03-01,19.000000,19.850000,7.590000,13.210000,12.745008,12104700
2020-04-01,12.580000,12.750000,10.780000,11.390000,11.390000,938200
