Date,Open,High,Low,Close,Adj Close,Volume
2015-04-01,18.799999,19.410000,18.389999,18.760000,13.177006,1730700
2015-05-01,18.820000,19.440001,18.680000,19.190001,13.479041,1664500
2015-06-01,19.320000,19.330000,18.320000,18.450001,12.959263,1882300
2015-07-01,18.660000,19.410000,18.219999,19.270000,13.788156,2186900
2015-08-01,19.290001,19.360001,14.850000,17.830000,12.757803,3166700
2015-09-01,17.570000,18.120001,16.799999,17.230000,12.328487,2151200
2015-10-01,17.360001,19.250000,17.010000,19.219999,14.026175,2209800
2015-11-01,19.320000,19.950001,18.969999,19.740000,14.405658,2312100
2015-12-01,19.889999,19.980000,18.600000,19.370001,14.135643,2291600
2016-01-01,18.940001,19.200001,15.820000,17.430000,12.951522,4228000
2016-02-01,17.400000,17.770000,15.830000,17.420000,12.944088,3108700
2016-03-01,17.570000,18.629999,17.500000,18.469999,13.724301,2168200
2016-04-01,18.469999,18.719999,17.629999,17.670000,13.388315,2010100
2016-05-01,17.770000,18.389999,17.540001,18.299999,13.865658,2006400
2016-06-01,18.200001,18.400000,16.910000,17.860001,13.532279,2422400
2016-07-01,17.850000,18.530001,17.690001,18.520000,14.307959,1913700
2016-08-01,18.530001,18.900000,18.370001,18.790001,14.516553,1619800
2016-09-01,18.760000,19.049999,18.049999,18.920000,14.616984,1573000
2016-10-01,18.860001,19.030001,18.170000,18.270000,14.385066,1757300
2016-11-01,18.320000,19.139999,17.799999,18.860001,14.849606,2199000
2016-12-01,18.879999,18.930000,18.420000,18.559999,14.613400,2009200
2017-01-01,18.650000,19.740000,18.400000,19.360001,15.532300,2478600
2017-02-01,19.480000,20.900000,19.480000,20.700001,16.607365,3301500
2017-03-01,20.799999,21.580000,20.240000,20.680000,16.591322,3595500
2017-04-01,20.790001,21.600000,20.260000,21.540001,17.571659,1965700
2017-05-01,21.500000,22.760000,21.389999,22.469999,18.330322,2804600
2017-06-01,22.610001,22.780001,21.090000,21.709999,17.710340,2883400
2017-07-01,21.840000,22.770000,21.309999,22.180000,18.387346,1779600
2017-08-01,22.200001,22.500000,19.580000,22.020000,18.254705,2393300
2017-09-01,22.080000,22.150000,21.330000,22.129999,18.345892,2091600
2017-10-01,22.309999,23.650000,21.980000,23.590000,19.889233,2238600
2017-11-01,23.660000,24.510000,23.309999,24.379999,20.555296,1960800
2017-12-01,24.219999,24.719999,23.850000,24.209999,20.411963,1794000
2018-01-01,24.219999,26.100000,24.219999,25.260000,21.625713,2905600
2018-02-01,25.139999,25.330000,20.240000,24.889999,21.308943,3772900
2018-03-01,24.820000,27.230000,23.820000,24.660000,21.112036,3282900
2018-04-01,24.940001,26.100000,23.870001,25.260000,21.970543,2673000
2018-05-01,25.299999,27.400000,24.950001,27.379999,23.814465,2383900
2018-06-01,27.400000,28.190001,25.799999,26.180000,22.770737,3216900
2018-07-01,25.959999,26.670000,24.340000,24.400000,21.545717,3696100
2018-08-01,24.299999,25.400000,23.469999,25.299999,22.340435,3179800
2018-09-01,25.330000,25.350000,23.469999,24.030001,21.219002,3277700
2018-10-01,24.180000,24.629999,21.360001,22.170000,19.910952,4669000
2018-11-01,22.260000,23.530001,21.110001,22.780001,20.458796,3228500
2018-12-01,23.209999,23.209999,18.420000,20.000000,17.962070,4354700
2019-01-01,19.910000,22.360001,19.730000,21.980000,20.118893,3438800
2019-02-01,21.860001,22.490000,21.510000,22.480000,20.576555,2079800
2019-03-01,22.670000,22.780001,21.850000,22.270000,20.384338,2094600
2019-04-01,22.360001,23.389999,22.320000,23.170000,21.583075,1882900
2019-05-01,23.190001,23.330000,21.139999,21.150000,19.701424,2264000
2019-06-01,21.139999,22.420000,20.719999,22.379999,20.847179,2078100
2019-07-01,22.799999,23.090000,22.410000,22.750000,21.572708,2253400
2019-08-01,22.809999,23.110001,21.520000,22.040001,20.899450,2409100
2019-09-01,21.850000,22.860001,21.840000,22.160000,21.013239,1935600
2019-10-01,22.280001,23.299999,21.670000,23.290001,22.469275,2108100
2019-11-01,23.379999,24.100000,23.299999,24.049999,23.202492,1473900
2019-12-01,24.100000,24.170000,23.670000,24.049999,23.202492,1933500
2020-01-01,24.059999,24.719999,23.600000,24.090000,23.623047,2081400
2020-02-01,24.160000,25.360001,20.610001,21.410000,20.994995,3345600
2020-03-01,21.320000,23.129999,15.240000,19.000000,18.631710,7766500
2020-04-01,19.020000,19.150000,18.040001,18.590000,18.590000,477400
